0,419,871
1,411,771
2,415,799
3,384,616
4,411,728
5,413,665
6,422,507
7,154,471
8,425,385
9,425,327
10,432,119
11,419,885
12,419,901
13,419,912
14,420,911
15,419,932
16,419,957
17,418,980
18,419,1026
19,412,789
20,376,781
21,41,289
22,260,511
23,223,514
24,187,512
25,141,484
26,294,503
27,208,387
28,253,395
29,167,391
30,140,407
31,116,507
32,284,1076
33,142,457
34,24,472
35,81,472
36,233,693
37,368,860
38,374,898
39,322,870
40,293,878
41,337,895
42,309,893
43,247,927
44,379,768
45,374,726
46,95,366
47,315,590
48,300,735
49,300,709
50,123,675
51,379,668
52,176,329
53,127,339
54,72,221
55,342,373
56,291,417
57,216,885
58,78,846
59,326,761
60,354,776
61,255,888
62,265,890
63,111,312
64,298,748
65,245,336
66,240,304
67,211,136
68,89,268
69,227,220
70,79,346
71,57,322
72,370,880
73,329,883
74,300,886
75,334,767
76,260,889
77,277,903
78,270,891
79,342,758
80,315,899
81,343,903
82,378,909
83,368,1021
84,365,975
85,368,952
86,373,927
87,379,907
88,315,898
89,307,907
90,297,918
91,290,931
92,258,837
93,38,640
94,413,795
95,294,895
96,286,899
97,366,792
98,310,769
99,361,784
100,275,611
101,211,635
102,294,723
103,124,168
104,142,232
105,165,297
106,278,964
107,331,318
108,319,222
109,310,121
110,157,501
111,80,533
112,316,495
113,109,422
114,340,566
115,320,728
116,46,559
117,99,566
118,143,586
119,213,582
120,266,568
121,307,551
122,387,516
123,50,646
124,85,414
125,392,787
126,316,636
127,22,456
128,337,532
129,292,721
130,128,456
131,321,696
132,53,741
133,318,480
134,349,678
135,141,962
136,153,1001
137,29,646
138,98,902
139,39,390
140,281,1113
141,397,793
142,282,663
143,56,476
144,189,489
145,221,492
146,270,907
147,58,729
148,347,1167
149,248,1103
150,205,1061
151,428,224
152,421,1177
153,254,490
154,285,485
155,307,483
156,65,404
157,283,450
158,249,436
159,215,432
160,182,435
161,161,444
162,26,364
163,168,481
164,417,827
165,296,824
166,326,757
167,364,824
168,424,444
169,190,1019
170,234,1066
171,342,1146
172,113,934
173,307,468
174,361,587
175,419,1156
176,293,1141
177,44,737
178,344,902
179,335,918
180,327,936
181,322,958
182,317,998
183,287,892
184,278,888
185,272,883
186,229,857
187,97,759
188,364,538
189,345,449
190,323,453
191,295,896
192,101,851
193,378,448
194,300,1035
195,416,611
196,385,569
197,419,561
198,335,654
199,418,1119
200,419,1070
201,356,1064
202,219,945
203,259,749
204,256,995
205,171,736
206,223,785
207,142,795
208,345,1111
209,315,673
210,194,977
211,239,1028
212,186,892
213,71,797
214,145,899
215,64,822
216,192,827
217,339,611
218,330,750
219,310,752
220,344,726
221,314,406
222,250,374
223,194,366
224,150,372
225,120,390
226,108,463
227,22,558
228,132,527
229,169,543
230,218,545
231,265,537
232,303,526
233,329,514
234,29,546
235,311,758
236,357,632
237,354,759
238,374,777
239,355,763
240,321,768
241,381,783
242,385,789
